Filename,Technique,Kernel,Method,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10
WW141S050G0.mat,gaussian,3,q1,"[[  0 175]
 [  0  41]
 [529  49]
 [529 100]]","[[  0 210]
 [  0  53]
 [529  53]
 [529 144]]","[[  0 134]
 [  0 -14]
 [529  30]
 [529  41]]","[[  0 224]
 [  0  66]
 [529  66]
 [529 150]]","[[  0 230]
 [  0  31]
 [529  59]
 [529  79]]","[[  0 274]
 [  0  74]
 [529  83]
 [529 199]]","[[  0 126]
 [  0   9]
 [529   9]
 [529  68]]","[[  0 226]
 [  0  87]
 [529  87]
 [529 175]]","[[  0 179]
 [  0  20]
 [529  39]
 [529 105]]","[[  0 156]
 [  0  25]
 [529  25]
 [529  53]]"
WW141S050G0.mat,gaussian,3,avg_min_intensity,"[[  0 158]
 [  0  16]
 [529  16]
 [529  56]]","[[  0 303]
 [  0 104]
 [529  61]
 [529 172]]","[[  0 204]
 [  0  45]
 [529  49]
 [529 134]]","[[  0 244]
 [  0  71]
 [529  71]
 [529 161]]","[[  0 264]
 [  0  65]
 [529  56]
 [529 163]]","[[  0 283]
 [  0 114]
 [529 123]
 [529 218]]","[[  0 250]
 [  0  70]
 [529  79]
 [529 156]]","[[  0 313]
 [  0 111]
 [529 111]
 [529 180]]","[[  0 238]
 [  0  49]
 [529  40]
 [529 115]]","[[  0 196]
 [  0  48]
 [529  39]
 [529  74]]"
WW141S050G0.mat,gaussian,5,q1,"[[  0 168]
 [  0   2]
 [529   2]
 [529  51]]","[[  0 288]
 [  0 107]
 [529 107]
 [529 213]]","[[  0 176]
 [  0  33]
 [529  33]
 [529  78]]","[[  0 178]
 [  0  46]
 [529  28]
 [529 114]]","[[  0 167]
 [  0  85]
 [529  95]
 [529 102]]","[[  0 232]
 [  0  84]
 [529  84]
 [529 149]]",[],"[[  0 183]
 [  0  40]
 [529  58]
 [529 117]]","[[  0 166]
 [  0  31]
 [529  31]
 [529  54]]","[[  0 242]
 [  0  39]
 [529  39]
 [529 132]]"
WW141S050G0.mat,gaussian,5,avg_min_intensity,"[[  0 160]
 [  0  39]
 [529  35]
 [529  95]]","[[  0 183]
 [  0  44]
 [529  35]
 [529  61]]","[[  0 230]
 [  0  53]
 [529  26]
 [529 109]]","[[  0 171]
 [  0  32]
 [529  32]
 [529  97]]",[],"[[  0 181]
 [  0  66]
 [529  42]
 [529  84]]","[[  0 170]
 [  0  52]
 [529  43]
 [529  95]]","[[  0 263]
 [  0  67]
 [529  67]
 [529 140]]","[[  0 227]
 [  0  78]
 [529  69]
 [529 106]]","[[  0 253]
 [  0  65]
 [529  65]
 [529 111]]"
WW141S050G0.mat,gaussian,7,q1,"[[  0 181]
 [  0  45]
 [529  45]
 [529  88]]","[[  0 206]
 [  0  41]
 [529  51]
 [529 141]]","[[  0 188]
 [  0  57]
 [529  61]
 [529 104]]","[[  0 135]
 [  0  29]
 [529  47]
 [529  70]]","[[  0 136]
 [  0  33]
 [529  42]
 [529  41]]","[[  0 217]
 [  0  73]
 [529  46]
 [529 133]]","[[  0 132]
 [  0  33]
 [529  24]
 [529  40]]","[[  0 141]
 [  0  35]
 [529  35]
 [529  67]]","[[  0 158]
 [  0  40]
 [529  36]
 [529  93]]","[[  0 175]
 [  0  27]
 [529  27]
 [529  43]]"
WW141S050G0.mat,gaussian,7,avg_min_intensity,"[[  0 180]
 [  0  35]
 [529  35]
 [529 106]]","[[  0 225]
 [  0  76]
 [529  56]
 [529  93]]","[[  0 247]
 [  0  63]
 [529  36]
 [529 154]]","[[  0 270]
 [  0 176]
 [529 157]
 [529 186]]","[[  0 167]
 [  0  59]
 [529  49]
 [529 102]]","[[  0 318]
 [  0  43]
 [529  71]
 [529 158]]","[[  0 241]
 [  0  49]
 [529  49]
 [529 128]]","[[  0 238]
 [  0  59]
 [529  59]
 [529  91]]","[[  0 269]
 [  0 133]
 [529 133]
 [529 147]]","[[  0 306]
 [  0 108]
 [529 126]
 [529 193]]"
WW141S050G0.mat,gaussian,9,q1,"[[  0 138]
 [  0   3]
 [529   3]
 [529  40]]","[[  0 202]
 [  0  38]
 [529  38]
 [529 104]]","[[  0 181]
 [  0  27]
 [529  44]
 [529  89]]","[[  0 163]
 [  0  35]
 [529  53]
 [529  70]]","[[  0 195]
 [  0  36]
 [529  36]
 [529  92]]","[[  0 196]
 [  0  56]
 [529  47]
 [529 112]]","[[  0 175]
 [  0  27]
 [529  37]
 [529  90]]","[[  0 251]
 [  0  59]
 [529  59]
 [529 176]]","[[  0 180]
 [  0  42]
 [529  41]
 [529  88]]","[[  0 125]
 [  0  48]
 [529  35]
 [529  69]]"
WW141S050G0.mat,gaussian,9,avg_min_intensity,"[[  0 174]
 [  0  48]
 [529  43]
 [529  70]]","[[  0 253]
 [  0  48]
 [529  44]
 [529 102]]","[[  0 273]
 [  0  36]
 [529  49]
 [529 153]]","[[  0 292]
 [  0  96]
 [529  87]
 [529 156]]","[[  0 233]
 [  0  45]
 [529  45]
 [529 149]]","[[  0 242]
 [  0  58]
 [529  39]
 [529 138]]","[[  0 261]
 [  0  44]
 [529  52]
 [529 130]]","[[  0 236]
 [  0  31]
 [529  50]
 [529 104]]","[[  0 236]
 [  0 109]
 [529 119]
 [529 138]]","[[  0 282]
 [  0  55]
 [529  64]
 [529 131]]"
WW141S050G0.mat,gaussian,11,q1,"[[  0 147]
 [  0   9]
 [529  31]
 [529  63]]","[[  0 188]
 [  0  39]
 [529  44]
 [529  91]]",[],"[[  0 165]
 [  0  29]
 [529  22]
 [529  42]]","[[  0 220]
 [  0  57]
 [529  84]
 [529 107]]","[[  0 152]
 [  0  38]
 [529  29]
 [529  58]]","[[  0 185]
 [  0  56]
 [529  56]
 [529 111]]","[[  0 238]
 [  0  86]
 [529  86]
 [529 154]]","[[  0 181]
 [  0  44]
 [529  44]
 [529 115]]","[[  0 206]
 [  0  51]
 [529  60]
 [529 104]]"
WW141S050G0.mat,gaussian,11,avg_min_intensity,[],"[[  0 283]
 [  0  54]
 [529  50]
 [529 112]]","[[  0 280]
 [  0  61]
 [529  70]
 [529 176]]",[],"[[  0 249]
 [  0  46]
 [529  46]
 [529 124]]","[[  0 299]
 [  0  41]
 [529  78]
 [529 188]]","[[  0 259]
 [  0  49]
 [529  48]
 [529 137]]","[[  0 177]
 [  0  46]
 [529  46]
 [529  64]]",[],"[[  0 225]
 [  0  38]
 [529  47]
 [529 160]]"
WW172S125GN0.mat,gaussian,3,q1,"[[  0 123]
 [  0  35]
 [529  27]
 [529  58]]","[[  0 265]
 [  0  52]
 [529  61]
 [529 162]]","[[  0 162]
 [  0  37]
 [529  28]
 [529  88]]","[[  0 210]
 [  0  69]
 [529  69]
 [529  88]]","[[  0 268]
 [  0  67]
 [529  67]
 [529 156]]","[[  0 263]
 [  0  75]
 [529  75]
 [529 160]]","[[  0 209]
 [  0  43]
 [529  52]
 [529 116]]","[[  0 238]
 [  0  65]
 [529  73]
 [529 126]]","[[  0 197]
 [  0  41]
 [529  41]
 [529  77]]","[[  0 243]
 [  0  56]
 [529  65]
 [529 122]]"
WW172S125GN0.mat,gaussian,3,avg_min_intensity,"[[  0  35]
 [  0   4]
 [529   4]
 [529  18]]","[[  0 222]
 [  0  54]
 [529  54]
 [529 111]]","[[  0 156]
 [  0  24]
 [529  51]
 [529  71]]","[[  0 291]
 [  0  64]
 [529  64]
 [529 145]]","[[  0 182]
 [  0  42]
 [529  42]
 [529 109]]","[[  0 258]
 [  0  85]
 [529  85]
 [529 184]]","[[  0 279]
 [  0  40]
 [529  40]
 [529 139]]","[[  0 242]
 [  0  62]
 [529  80]
 [529 148]]","[[  0 314]
 [  0 132]
 [529 132]
 [529 222]]","[[  0 336]
 [  0 117]
 [529 125]
 [529 243]]"
WW172S125GN0.mat,gaussian,5,q1,"[[  0 205]
 [  0  50]
 [529  14]
 [529 122]]","[[  0 189]
 [  0  60]
 [529  33]
 [529  76]]","[[  0 204]
 [  0  53]
 [529  53]
 [529  92]]","[[  0 250]
 [  0  92]
 [529  92]
 [529 156]]","[[  0 186]
 [  0  50]
 [529  58]
 [529  92]]","[[  0 271]
 [  0  84]
 [529  84]
 [529 159]]","[[  0 257]
 [  0  94]
 [529 102]
 [529 155]]","[[  0 181]
 [  0  33]
 [529  41]
 [529  70]]","[[  0 187]
 [  0  37]
 [529  18]
 [529  83]]","[[  0 230]
 [  0  59]
 [529  50]
 [529 118]]"
WW172S125GN0.mat,gaussian,5,avg_min_intensity,"[[  0  46]
 [  0  10]
 [529  10]
 [529  27]]","[[  0 320]
 [  0  48]
 [529  65]
 [529 157]]","[[  0 179]
 [  0  54]
 [529  92]
 [529  85]]","[[  0 260]
 [  0 104]
 [529 104]
 [529 137]]","[[  0 260]
 [  0  97]
 [529  79]
 [529 143]]","[[  0 262]
 [  0  74]
 [529  88]
 [529 150]]","[[  0 330]
 [  0 128]
 [529 128]
 [529 207]]","[[  0 319]
 [  0 152]
 [529 162]
 [529 226]]","[[  0 306]
 [  0  84]
 [529 112]
 [529 183]]","[[  0 205]
 [  0  50]
 [529  34]
 [529  93]]"
WW172S125GN0.mat,gaussian,7,q1,"[[  0 268]
 [  0 104]
 [529 104]
 [529 160]]","[[  0 280]
 [  0  61]
 [529  71]
 [529 176]]","[[  0 271]
 [  0 102]
 [529  98]
 [529 157]]","[[  0 263]
 [  0 113]
 [529  95]
 [529 169]]","[[  0 263]
 [  0 113]
 [529 113]
 [529 179]]","[[  0 221]
 [  0  18]
 [529  55]
 [529  71]]","[[  0 212]
 [  0  74]
 [529  65]
 [529 138]]","[[  0 264]
 [  0 109]
 [529 109]
 [529 177]]","[[  0 224]
 [  0  49]
 [529  67]
 [529 107]]","[[  0 256]
 [  0  82]
 [529  77]
 [529 154]]"
WW172S125GN0.mat,gaussian,7,avg_min_intensity,[],"[[  0 274]
 [  0  67]
 [529  50]
 [529 180]]","[[  0 255]
 [  0  83]
 [529  83]
 [529 151]]","[[  0 329]
 [  0 157]
 [529 178]
 [529 188]]","[[  0 208]
 [  0  89]
 [529  75]
 [529 133]]","[[  0 240]
 [  0  74]
 [529  46]
 [529  89]]","[[  0 302]
 [  0  91]
 [529 100]
 [529 161]]","[[  0 290]
 [  0  97]
 [529 105]
 [529 196]]","[[  0 245]
 [  0  81]
 [529  48]
 [529 123]]","[[  0 287]
 [  0  76]
 [529  80]
 [529 177]]"
WW172S125GN0.mat,gaussian,9,q1,"[[  0 174]
 [  0  55]
 [529  27]
 [529  66]]","[[  0 273]
 [  0  98]
 [529 106]
 [529 170]]","[[  0 204]
 [  0  52]
 [529  43]
 [529 101]]","[[  0 260]
 [  0 112]
 [529  84]
 [529 168]]","[[  0 254]
 [  0  88]
 [529  96]
 [529 175]]","[[  0 241]
 [  0  52]
 [529  39]
 [529 139]]",[],"[[  0 256]
 [  0 118]
 [529 122]
 [529 171]]","[[  0 286]
 [  0  77]
 [529  68]
 [529 165]]","[[  0 187]
 [  0  63]
 [529  36]
 [529  65]]"
WW172S125GN0.mat,gaussian,9,avg_min_intensity,[],"[[  0 313]
 [  0 138]
 [529 138]
 [529 203]]","[[  0 271]
 [  0 106]
 [529 129]
 [529 149]]","[[  0 281]
 [  0  86]
 [529  94]
 [529 158]]","[[  0 295]
 [  0 111]
 [529 115]
 [529 193]]","[[  0 266]
 [  0  89]
 [529  93]
 [529 163]]","[[  0 249]
 [  0  99]
 [529  80]
 [529 156]]","[[  0 283]
 [  0 173]
 [529 191]
 [529 207]]","[[  0 218]
 [  0  66]
 [529  66]
 [529 130]]","[[  0 234]
 [  0  68]
 [529 106]
 [529 131]]"
WW172S125GN0.mat,gaussian,11,q1,"[[  0 243]
 [  0  64]
 [529  55]
 [529 121]]","[[  0 250]
 [  0 118]
 [529  95]
 [529 167]]","[[  0 246]
 [  0 107]
 [529  89]
 [529 143]]","[[  0 269]
 [  0 116]
 [529 107]
 [529 168]]","[[  0 244]
 [  0 109]
 [529 109]
 [529 171]]","[[  0 270]
 [  0 108]
 [529 100]
 [529 177]]","[[  0 257]
 [  0 104]
 [529 104]
 [529 164]]","[[  0 264]
 [  0 109]
 [529 100]
 [529 171]]","[[  0 281]
 [  0  81]
 [529  67]
 [529 169]]","[[  0 258]
 [  0  91]
 [529  82]
 [529 165]]"
WW172S125GN0.mat,gaussian,11,avg_min_intensity,[],"[[  0 300]
 [  0 112]
 [529 125]
 [529 197]]","[[  0 282]
 [  0  96]
 [529  96]
 [529 173]]","[[  0 311]
 [  0 105]
 [529 105]
 [529 180]]","[[  0 279]
 [  0 150]
 [529 168]
 [529 195]]","[[  0 211]
 [  0  59]
 [529  87]
 [529 112]]","[[  0 289]
 [  0 103]
 [529  86]
 [529 187]]","[[  0 312]
 [  0 179]
 [529 196]
 [529 201]]","[[  0 267]
 [  0  77]
 [529  63]
 [529 155]]","[[  0 271]
 [  0  86]
 [529  94]
 [529 180]]"
WW172S150G0.mat,gaussian,3,q1,"[[  0 240]
 [  0  33]
 [529  33]
 [529 138]]","[[  0 169]
 [  0  41]
 [529  32]
 [529 105]]","[[  0 253]
 [  0  66]
 [529  66]
 [529 151]]","[[  0 259]
 [  0  78]
 [529  78]
 [529 175]]","[[  0 198]
 [  0  42]
 [529  29]
 [529 105]]","[[  0 169]
 [  0   5]
 [529  18]
 [529  76]]","[[  0 158]
 [  0  51]
 [529  42]
 [529 102]]","[[  0 163]
 [  0  37]
 [529  27]
 [529  70]]","[[  0 132]
 [  0  31]
 [529  23]
 [529  60]]","[[  0 198]
 [  0  39]
 [529  48]
 [529 106]]"
WW172S150G0.mat,gaussian,3,avg_min_intensity,"[[  0 107]
 [  0   8]
 [529   8]
 [529  19]]","[[  0 206]
 [  0  40]
 [529  40]
 [529 103]]","[[  0 210]
 [  0  39]
 [529  21]
 [529 126]]","[[  0 190]
 [  0  66]
 [529  66]
 [529 124]]","[[  0 198]
 [  0  22]
 [529  22]
 [529  95]]","[[  0 226]
 [  0  85]
 [529  66]
 [529 151]]","[[  0 176]
 [  0  31]
 [529  31]
 [529  54]]","[[  0 215]
 [  0  67]
 [529  67]
 [529 131]]","[[  0 332]
 [  0 131]
 [529 140]
 [529 238]]","[[  0 216]
 [  0  47]
 [529  39]
 [529  85]]"
WW172S150G0.mat,gaussian,5,q1,"[[  0 275]
 [  0  26]
 [529  43]
 [529 153]]","[[  0 277]
 [  0  48]
 [529  58]
 [529 166]]","[[  0 179]
 [  0  28]
 [529  37]
 [529  58]]","[[  0 239]
 [  0  74]
 [529  57]
 [529 118]]","[[  0 279]
 [  0  89]
 [529 116]
 [529 176]]","[[  0 278]
 [  0  36]
 [529  68]
 [529 161]]","[[  0 236]
 [  0  74]
 [529  74]
 [529 134]]","[[  0 262]
 [  0  94]
 [529  85]
 [529 141]]","[[  0 239]
 [  0  94]
 [529  85]
 [529 155]]","[[  0 205]
 [  0  36]
 [529  36]
 [529  88]]"
WW172S150G0.mat,gaussian,5,avg_min_intensity,"[[  0  28]
 [  0  13]
 [529  13]
 [529  18]]","[[  0 109]
 [  0   3]
 [529   3]
 [529   8]]","[[  0 210]
 [  0  61]
 [529  61]
 [529 116]]","[[  0 248]
 [  0  83]
 [529  46]
 [529 105]]","[[  0 237]
 [  0  80]
 [529  80]
 [529 115]]","[[  0 259]
 [  0  90]
 [529  99]
 [529 185]]","[[  0 307]
 [  0  59]
 [529  85]
 [529 176]]","[[  0 334]
 [  0  74]
 [529 111]
 [529 184]]","[[  0 325]
 [  0 135]
 [529 135]
 [529 212]]","[[  0 251]
 [  0  63]
 [529  63]
 [529 110]]"
WW172S150G0.mat,gaussian,7,q1,"[[  0 267]
 [  0 113]
 [529 113]
 [529 164]]","[[  0 277]
 [  0  93]
 [529  83]
 [529 165]]","[[  0 265]
 [  0  90]
 [529 100]
 [529 171]]","[[  0 259]
 [  0  62]
 [529  44]
 [529 157]]","[[  0 194]
 [  0  55]
 [529  50]
 [529 101]]","[[  0 266]
 [  0 130]
 [529 149]
 [529 165]]","[[  0 258]
 [  0  92]
 [529  92]
 [529 146]]","[[  0 274]
 [  0 103]
 [529  84]
 [529 180]]","[[  0 277]
 [  0  32]
 [529  59]
 [529 183]]","[[  0 250]
 [  0 116]
 [529  97]
 [529 158]]"
WW172S150G0.mat,gaussian,7,avg_min_intensity,[],"[[  0 340]
 [  0 158]
 [529 140]
 [529 218]]","[[  0 299]
 [  0  86]
 [529  78]
 [529 178]]",[],"[[  0 240]
 [  0  70]
 [529  57]
 [529  79]]","[[  0 286]
 [  0  95]
 [529  87]
 [529 126]]","[[  0 280]
 [  0  99]
 [529  72]
 [529 158]]","[[  0 269]
 [  0  72]
 [529  91]
 [529 139]]","[[  0 333]
 [  0 115]
 [529 137]
 [529 220]]","[[  0 253]
 [  0  85]
 [529  85]
 [529 131]]"
WW172S150G0.mat,gaussian,9,q1,"[[  0 197]
 [  0 112]
 [529  93]
 [529 122]]","[[  0 260]
 [  0 109]
 [529 109]
 [529 178]]","[[  0 211]
 [  0  55]
 [529  56]
 [529 108]]","[[  0 228]
 [  0  83]
 [529  65]
 [529 146]]","[[  0 249]
 [  0  40]
 [529  48]
 [529 118]]","[[  0 268]
 [  0 118]
 [529 110]
 [529 184]]","[[  0 251]
 [  0  84]
 [529  76]
 [529 167]]","[[  0 224]
 [  0  85]
 [529  85]
 [529 132]]","[[  0 189]
 [  0  66]
 [529  66]
 [529 133]]","[[  0 280]
 [  0 100]
 [529  91]
 [529 173]]"
WW172S150G0.mat,gaussian,9,avg_min_intensity,[],"[[  0 264]
 [  0  68]
 [529  77]
 [529 167]]","[[  0 272]
 [  0 169]
 [529 140]
 [529 189]]","[[  0 257]
 [  0 112]
 [529  84]
 [529 154]]","[[  0 296]
 [  0 163]
 [529 140]
 [529 203]]","[[  0 240]
 [  0  90]
 [529  90]
 [529 146]]","[[  0 255]
 [  0  90]
 [529  76]
 [529 153]]","[[  0 254]
 [  0  83]
 [529  74]
 [529 133]]","[[  0 258]
 [  0 127]
 [529 114]
 [529 175]]","[[  0 316]
 [  0  83]
 [529  92]
 [529 175]]"
WW172S150G0.mat,gaussian,11,q1,"[[  0 272]
 [  0 105]
 [529  96]
 [529 151]]","[[  0 152]
 [  0  59]
 [529  59]
 [529  65]]","[[  0 264]
 [  0  73]
 [529  78]
 [529 131]]","[[  0 269]
 [  0  97]
 [529  97]
 [529 158]]","[[  0 276]
 [  0 113]
 [529  94]
 [529 170]]","[[  0 274]
 [  0 120]
 [529 129]
 [529 172]]","[[  0 245]
 [  0 104]
 [529  95]
 [529 151]]","[[  0 267]
 [  0  67]
 [529  76]
 [529 165]]","[[  0 267]
 [  0 112]
 [529 107]
 [529 188]]","[[  0 199]
 [  0  49]
 [529  41]
 [529  78]]"
WW172S150G0.mat,gaussian,11,avg_min_intensity,[],"[[  0 266]
 [  0  54]
 [529  72]
 [529 168]]","[[  0 249]
 [  0  82]
 [529  91]
 [529 154]]","[[  0 287]
 [  0  79]
 [529  79]
 [529 106]]","[[  0 235]
 [  0  86]
 [529  86]
 [529 152]]","[[  0 297]
 [  0 102]
 [529  98]
 [529 170]]","[[  0 308]
 [  0  92]
 [529  83]
 [529 187]]","[[  0 260]
 [  0  81]
 [529  81]
 [529 139]]","[[  0 433]
 [  0 217]
 [529 209]
 [529 330]]","[[  0 258]
 [  0  82]
 [529  93]
 [529 156]]"
WW182S175G0.mat,gaussian,3,q1,"[[  0 274]
 [  0  60]
 [529  60]
 [529 209]]","[[  0 171]
 [  0  39]
 [529  31]
 [529  88]]","[[  0 184]
 [  0  63]
 [529  53]
 [529 118]]","[[  0 170]
 [  0  25]
 [529  17]
 [529 105]]","[[  0  89]
 [  0  29]
 [529  19]
 [529  50]]","[[  0 154]
 [  0  34]
 [529  34]
 [529  91]]","[[  0 111]
 [  0   7]
 [529  16]
 [529  29]]","[[  0  97]
 [  0  22]
 [529  22]
 [529  42]]","[[  0 155]
 [  0  48]
 [529  45]
 [529  90]]","[[  0 268]
 [  0  65]
 [529  94]
 [529 157]]"
WW182S175G0.mat,gaussian,3,avg_min_intensity,"[[  0  83]
 [  0  18]
 [529  18]
 [529  45]]","[[  0 181]
 [  0  14]
 [529  24]
 [529  48]]","[[  0 187]
 [  0  16]
 [529  26]
 [529  75]]","[[  0 124]
 [  0  16]
 [529  12]
 [529  50]]","[[  0 276]
 [  0  60]
 [529  70]
 [529 183]]","[[  0 245]
 [  0  36]
 [529  45]
 [529 144]]","[[  0 214]
 [  0  71]
 [529  52]
 [529 139]]","[[  0 292]
 [  0  33]
 [529  41]
 [529 199]]","[[  0 300]
 [  0  77]
 [529  86]
 [529 192]]","[[  0 189]
 [  0  43]
 [529  43]
 [529  86]]"
WW182S175G0.mat,gaussian,5,q1,"[[  0 139]
 [  0  23]
 [529  60]
 [529  84]]","[[  0 125]
 [  0  29]
 [529  10]
 [529  42]]","[[  0 274]
 [  0  76]
 [529  49]
 [529 208]]","[[  0 215]
 [  0  51]
 [529  42]
 [529 103]]","[[  0 253]
 [  0  59]
 [529  77]
 [529 174]]","[[  0 308]
 [  0  62]
 [529  62]
 [529 223]]","[[  0 213]
 [  0  33]
 [529  33]
 [529 130]]","[[  0 200]
 [  0  26]
 [529  26]
 [529  64]]","[[  0 230]
 [  0  64]
 [529  64]
 [529 166]]","[[  0 165]
 [  0  42]
 [529  33]
 [529  68]]"
